id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_tenure_years,days_since_last_review,listing_age_years,n_amenities,amenity_wifi,amenity_kitchen,amenity_parking,amenity_heating,amenity_ac,amenity_tv,amenity_washer,amenity_dryer,amenity_dishwasher,amenity_free_street_parking,amenity_private_entrance,amenity_dedicated_workspace,amenity_self_checkin,amenity_pets_allowed,amenity_bathtub,price
33090908,230435215,2018-12-12,"Boston, MA",within an hour,100.0,100.0,True,Jamaica Plain,1.0,3.0,True,True,Jamaica Plain,42.31997,-71.10617,Entire guest suite,Entire home/apt,4,1.0,2.0,2.0,"[""Heating"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Shampoo"", ""TV"", ""Keypad"", ""Hangers"", ""Wifi"", ""Extra pillows and blankets"", ""Air conditioning"", ""Bed linens"", ""Microwave"", ""Self check-in"", ""Fire extinguisher"", ""Coffee maker"", ""Dishes and silverware"", ""Free street parking"", ""Hot water""]",2,30,1.0,2.0,30.0,30.0,2.0,30.0,True,6,21,46,215,173,60,8,52,74,255,2019-04-17,2025-09-20,4.86,4.87,4.9,4.91,4.83,4.81,4.79,False,1,1,0,0,2.21,6.973305954825462,73.0,6.628336755646817,24,True,False,True,True,True,True,False,True,False,True,True,False,True,False,False,230.0
1344374848610215690,208829554,2018-08-11,"Boston, MA",within an hour,100.0,100.0,False,Chinatown,5.0,8.0,True,True,Chinatown,42.34909673586791,-71.06161750853062,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Toaster"", ""Free dryer"", ""Bread maker"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Drying rack for clothing"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stainless steel double oven"", ""Freezer"", ""Dining table"", ""Shampoo"", ""TV"", ""Hot water kettle"", ""Hangers"", ""Blender"", ""Cleaning products"", ""Books and reading material"", ""Rice maker"", ""Wifi"", ""Long term stays allowed"", ""Other stainless steel gas stove"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Central heating"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Conditioner"", ""Clothing storage: closet"", ""Coffee maker: Keurig coffee machine"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Ethernet connection"", ""Room-darkening shades"", ""Hot water""]",91,365,91.0,91.0,365.0,365.0,91.0,365.0,True,30,60,89,89,0,0,0,89,0,0,,,,,,,,,,False,4,2,2,0,,7.310061601642711,,,42,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,91.0
15974807,10250028,2013-11-25,"Boston, MA",within an hour,100.0,99.0,True,Allston-Brighton,2.0,2.0,True,True,Allston,42.3587157,-71.1326206,Entire townhouse,Entire home/apt,10,2.5,4.0,4.0,"[""Toaster"", ""Free washer \u2013 In unit"", ""50 inch TV with Disney+, HBO Max, Chromecast, Fire TV, Roku, Amazon Prime Video, Netflix, Apple TV, Hulu"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Exterior security cameras on property"", ""Baking sheet"", ""Indoor fireplace: electric"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Ceiling fan"", ""Refrigerator"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Dining table"", ""Pets allowed"", ""Shampoo"", ""Keypad"", ""Standalone high chair - always at the listing"", ""Hangers"", ""Hot water kettle"", ""Wine glasses"", ""Blender"", ""Free street parking"", ""Coffee"", ""Stainless steel gas stove"", ""Cleaning products"", ""Rice maker"", ""EV charger"", ""Wifi"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Bed linens"", ""Oven"", ""Outdoor dining area"", ""Shower gel"", ""AC - split type ductless system"", ""Kitchen"", ""Microwave"", ""Shared patio or balcony"", ""Body soap"", ""Bathtub"", ""Conditioner"", ""Clothing storage: closet"", ""Self check-in"", ""Fire extinguisher"", ""Garden view"", ""Outdoor furniture"", ""Free parking on premises"", ""Coffee maker"", ""Dishes and silverware"", ""Room-darkening shades"", ""Shared backyard \u2013 Fully fenced"", ""Hot water""]",2,90,1.0,2.0,1125.0,1125.0,2.0,1125.0,True,10,28,56,291,194,8,2,63,45,48,2016-11-19,2025-09-10,4.92,4.96,4.88,4.98,4.96,4.85,4.83,False,2,2,0,0,1.8,12.019164955509924,83.0,9.034907597535934,64,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,644.0
1030938659386075468,107434423,2016-12-16,"New York, NY",within an hour,100.0,96.0,False,Cambridge,5084.0,5865.0,True,True,South End,42.3462121,-71.0630079,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""High chair"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Cooking basics"", ""Lockbox"", ""Pets allowed"", ""Shampoo"", ""TV"", ""Hangers"", ""Pool"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Crib"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""BBQ grill"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Coffee maker"", ""Washer \u2013\u00a0In unit"", ""Hot water""]",32,1125,30.0,334.0,1125.0,1125.0,38.2,1125.0,True,0,0,9,284,0,0,0,18,0,0,,,,,,,,,,True,343,343,0,0,,8.960985626283367,,,33,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,265.0
1348746812228516015,371640674,2020-10-12,,within an hour,99.0,100.0,,South End,19.0,19.0,True,True,South End,42.33776070534613,-71.07720197086991,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Toaster"", ""Radiant heating"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Baking sheet"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Freezer"", ""Dining table"", ""Pets allowed"", ""TV"", ""Keypad"", ""Hot water kettle"", ""Hangers"", ""Wine glasses"", ""Blender"", ""Electric stove"", ""Window AC unit"", ""Wifi"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Bed linens"", ""Oven"", ""Paid dryer \u2013 In building"", ""Kitchen"", ""Microwave"", ""Clothing storage: closet"", ""Self check-in"", ""Fire extinguisher"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Room-darkening shades"", ""Coffee maker: drip coffee maker"", ""Hot water""]",1,365,1.0,3.0,1125.0,1125.0,2.2,1125.0,True,14,42,72,140,20,20,3,81,0,120,2025-03-23,2025-09-07,4.85,4.8,4.65,4.95,4.85,4.8,4.55,True,12,12,0,0,3.23,5.138945927446954,86.0,0.6954140999315537,39,True,True,False,True,False,True,True,True,False,False,False,False,True,True,False,198.0
1318158728328191890,107434423,2016-12-16,"New York, NY",within an hour,100.0,96.0,False,Cambridge,5084.0,5865.0,True,True,Downtown,42.3589214,-71.0541634,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""High chair"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Cooking basics"", ""Lockbox"", ""Pets allowed"", ""Shampoo"", ""TV"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Crib"", ""Kitchen"", ""Microwave"", ""Bathtub"", ""Self check-in"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Coffee maker"", ""Washer \u2013\u00a0In unit"", ""Hot water""]",31,1125,30.0,334.0,1125.0,1125.0,38.3,1125.0,True,0,0,0,131,1,1,0,0,0,62,2025-06-20,2025-06-20,5.0,5.0,5.0,5.0,3.0,5.0,5.0,True,343,343,0,0,0.31,8.960985626283367,165.0,0.4517453798767967,32,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,424.0
1171368799931255911,388302612,2021-02-12,,within an hour,100.0,100.0,False,Dorchester,1.0,1.0,True,True,Dorchester,42.29508188401479,-71.07113307301636,Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,"[""Toaster"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Drying rack for clothing"", ""Cooking basics"", ""Hair dryer"", ""Refrigerator"", ""Laundromat nearby"", ""Freezer"", ""Dining table"", ""Smart lock"", ""Shampoo"", ""TV"", ""Clothing storage"", ""Hangers"", ""Wine glasses"", ""Cleaning products"", ""Gas stove"", ""Wifi"", ""Washer"", ""Extra pillows and blankets"", ""Bed linens"", ""Oven"", ""Dryer"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Body soap"", ""Conditioner"", ""Bathtub"", ""Self check-in"", ""Fire extinguisher"", ""Coffee maker"", ""Dishes and silverware"", ""Ethernet connection"", ""Room-darkening shades"", ""Free street parking"", ""Hot water""]",2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,True,9,31,55,64,13,11,0,64,6,66,2024-09-18,2025-08-04,4.54,4.69,4.38,4.62,4.54,4.23,4.23,False,1,1,0,0,1.05,4.802190280629706,120.0,1.2046543463381243,41,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,133.0
51176342,411294872,2021-07-06,,within an hour,100.0,100.0,True,Fenway–Kenmore,7.0,8.0,True,False,Fenway,42.35051,-71.09503,Private room in townhouse,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Host greets you"", ""Exterior security cameras on property"", ""Hair dryer"", ""Essentials"", ""Shampoo"", ""TV"", ""Hot water kettle"", ""Mini fridge"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Central heating"", ""Shower gel"", ""Indoor fireplace"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hot water""]",1,91,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,6,24,45,301,336,70,7,45,88,255,2021-07-30,2025-09-21,4.94,4.96,4.97,4.98,4.99,4.99,4.9,True,7,0,7,0,6.64,4.407939767282683,72.0,4.342231348391513,21,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,217.0
1031483909607392893,244600805,2019-02-21,,within an hour,99.0,98.0,False,Bay Village,20.0,22.0,True,True,South End,42.34756,-71.07024,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Heating"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Shampoo"", ""TV"", ""Hangers"", ""Wifi"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Dryer"", ""Microwave"", ""Fire extinguisher"", ""Coffee maker"", ""Dishes and silverware"", ""Hot water""]",2,500,1.0,7.0,500.0,500.0,2.8,500.0,True,4,16,44,249,17,9,0,53,10,54,2024-03-14,2025-07-29,4.12,4.12,4.24,4.71,4.47,4.82,4.18,True,20,5,15,0,0.91,6.778918548939083,126.0,1.7193702943189595,23,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,90.0
950250466870034563,201935605,2018-07-12,,within an hour,100.0,95.0,True,Hyde Park,8.0,8.0,True,True,Roslindale,42.29276687560215,-71.12202441282217,Private room in home,Private room,1,1.0,1.0,1.0,"[""Backyard"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Ceiling fan"", ""Refrigerator"", ""Shampoo"", ""TV"", ""Keypad"", ""Hangers"", ""Wifi"", ""Washer"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Dryer"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Conditioner"", ""Self check-in"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Free street parking"", ""Hot water""]",29,365,29.0,29.0,365.0,365.0,29.0,365.0,True,0,4,4,72,12,6,0,6,5,255,2023-09-11,2025-07-20,4.58,4.75,4.67,4.92,4.92,4.42,4.58,False,8,2,6,0,0.48,7.392197125256674,135.0,2.2258726899383983,30,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,37.0
942775151182268903,86375666,2016-07-27,"Boston, MA",within an hour,100.0,100.0,True,Wellington Hill,1.0,1.0,True,True,Mattapan,42.28136,-71.09466,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Toaster"", ""Free washer \u2013 In unit"", ""Private gym in building"", ""Dishwasher"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Laundromat nearby"", ""Samsung refrigerator"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Samsung stainless steel induction stove"", ""Samsung stainless steel single oven"", ""Dining table"", ""Portable fans"", ""Shampoo"", ""Keypad"", ""Clothing storage"", ""Hangers"", ""Hot water kettle"", ""Wine glasses"", ""Blender"", ""Smoking allowed"", ""Cleaning products"", ""Rice maker"", ""Wifi"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Bed linens"", ""Exercise equipment"", ""Shower gel"", ""AC - split type ductless system"", ""Kitchen"", ""Microwave"", ""Body soap"", ""Conditioner"", ""Bathtub"", ""Private patio or balcony"", ""Self check-in"", ""Outdoor furniture"", ""Lock on bedroom door"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Board games"", ""Bidet"", ""Room-darkening shades"", ""Free street parking"", ""Hot water""]",1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,18,48,78,353,17,10,1,88,2,60,2023-10-07,2025-09-01,5.0,5.0,5.0,5.0,5.0,4.88,4.94,False,1,0,1,0,0.71,9.349760438056126,92.0,2.154688569472964,54,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,88.0
1462375944026987206,566734323,2024-03-12,,within an hour,100.0,100.0,True,Back Bay,10.0,22.0,True,True,Downtown,42.35199,-71.07016,Room in hotel,Private room,2,1.0,0.0,0.0,"[""Host greets you""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,True,16,46,76,160,1,1,1,85,0,6,2025-09-02,2025-09-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,10,0,10,0,1.0,1.7248459958932238,91.0,0.2491444216290212,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,470.0
1461775764341812880,261646616,2019-05-13,"Boston, MA",within an hour,96.0,89.0,False,Dorchester,4.0,4.0,True,True,Dorchester,42.31728,-71.05878,Entire rental unit,Entire home/apt,8,1.0,3.0,5.0,"[""Hair dryer"", ""Heating"", ""Wifi"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Free parking on premises"", ""Iron"", ""TV"", ""Air conditioning"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dedicated workspace"", ""Keypad"", ""Crib"", ""Cooking basics""]",2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,True,16,46,76,255,0,0,0,85,0,0,,,,,,,,,,False,3,3,0,0,,6.557152635181383,,,16,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,207.0
779815225467352018,373675137,2020-10-28,"Boston, MA",within an hour,100.0,93.0,,Harvard Square,280.0,445.0,True,True,Beacon Hill,42.36024,-71.06741,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Refrigerator"", ""Essentials"", ""Shampoo"", ""TV"", ""Clothing storage"", ""Hangers"", ""Cleaning products"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Paid dryer \u2013 In building"", ""Central heating"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Body soap"", ""Conditioner"", ""Coffee maker"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Hot water""]",29,365,29.0,29.0,365.0,365.0,29.0,365.0,True,1,23,53,213,4,1,0,62,2,58,2023-06-03,2024-12-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,115,52,63,0,0.14,5.0951403148528405,350.0,2.4996577686516086,28,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,117.0
570980045884661327,446952127,2022-02-26,"Boston, MA",within an hour,100.0,100.0,False,Lower Allston,1.0,1.0,True,True,Brighton,42.3608,-71.14287,Entire rental unit,Entire home/apt,6,1.0,1.0,4.0,"[""Toaster"", ""Smoke alarm"", ""Private entrance"", ""Iron"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Freezer"", ""Dining table"", ""Smart lock"", ""Portable fans"", ""Shampoo"", ""Hot water kettle"", ""Hangers"", ""Blender"", ""Free street parking"", ""Coffee"", ""Cleaning products"", ""Window AC unit"", ""Rice maker"", ""Wifi"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Paid parking garage off premises"", ""Bed linens"", ""Oven"", ""Central heating"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Body soap"", ""Conditioner"", ""Bathtub"", ""Clothing storage: closet"", ""Self check-in"", ""Fire extinguisher"", ""Free parking on premises"", ""Coffee maker"", ""Dishes and silverware"", ""Full Size Refrigerator refrigerator"", ""Hot water""]",1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,4,23,51,212,373,96,12,57,107,255,2022-03-13,2025-09-22,4.82,4.84,4.77,4.89,4.93,4.74,4.73,False,1,1,0,0,8.67,3.76454483230664,71.0,3.7234770704996576,48,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,139.0
1403976415694244973,434750240,2021-12-05,"Revere, MA",within an hour,100.0,92.0,True,Center City,3.0,5.0,True,True,East Boston,42.372299217916186,-71.04379117046129,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Toaster"", ""Free washer \u2013 In unit"", ""Fire pit"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Private entrance"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""GE stainless steel single oven"", ""Shared gym in building"", ""Pack \u2019n play/Travel crib - available upon request"", ""Housekeeping available from 11:00\u202fAM to 5:00\u202fPM, every day"", ""Drying rack for clothing"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Laundromat nearby"", ""Sun loungers"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Dove body soap"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Dining table"", ""Smart lock"", ""TRESemme conditioner"", ""Pets allowed"", ""Shampoo"", ""GE stainless steel electric stove"", ""Hot water kettle"", ""Hangers"", ""Blender"", ""Barbecue utensils"", ""Coffee"", ""Shared BBQ grill"", ""Coffee maker: Nespresso"", ""Cleaning products"", ""Waterfront"", ""Books and reading material"", ""Wifi"", ""Outlet covers"", ""Long term stays allowed"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Bed linens"", ""Outdoor dining area"", ""Shared backyard"", ""Exercise equipment"", ""Shower gel"", ""Board games"", ""Kitchen"", ""Microwave"", ""Bathtub"", ""Window guards"", ""GE refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Clothing storage: walk-in closet"", ""Outdoor furniture"", ""TV with standard cable"", ""Central air conditioning"", ""Dishes and silverware"", ""Pool table"", ""Ethernet connection"", ""Room-darkening shades"", ""Hot water""]",1,1125,1.0,10.0,1125.0,1125.0,6.8,1125.0,True,23,51,81,261,11,11,3,91,0,66,2025-06-06,2025-09-19,4.91,5.0,4.64,5.0,5.0,4.91,4.91,True,1,1,0,0,3.0,3.991786447638604,74.0,0.4900752908966461,69,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,7500.0
20137476,95634275,2016-09-18,"Boston, MA",within a few hours,95.0,81.0,,Beacon Hill,50.0,71.0,True,True,Beacon Hill,42.35966,-71.06538,Private room in townhouse,Private room,1,1.0,1.0,1.0,"[""Heating"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Laundromat nearby"", ""Smart lock"", ""Shampoo"", ""Clothing storage"", ""Hangers"", ""Hot water kettle"", ""Mini fridge"", ""Cleaning products"", ""Wifi"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Bed linens"", ""Oven"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Conditioner"", ""Self check-in"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Coffee maker"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hot water""]",29,1124,29.0,29.0,1124.0,1124.0,29.0,1124.0,True,24,54,84,102,185,3,1,93,3,174,2017-08-28,2025-08-31,4.74,4.85,4.67,4.9,4.93,4.92,4.6,False,6,2,4,0,1.88,9.204654346338124,93.0,8.262833675564682,38,True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,90.0
45539765,365116307,2020-08-30,"Boston, MA",within an hour,100.0,100.0,False,Downtown,39.0,74.0,True,True,Downtown,42.35722807237734,-71.06149157569895,Entire serviced apartment,Entire home/apt,4,1.0,2.0,2.0,"[""Toaster"", ""Free washer \u2013 In unit"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Baking sheet"", ""HDTV with Chromecast"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Freezer"", ""Portable fans"", ""Pets allowed"", ""Shampoo"", ""Keypad"", ""Hot water kettle"", ""Hangers"", ""Gas stove"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Bed linens"", ""Oven"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Body soap"", ""Conditioner"", ""Bathtub"", ""Self check-in"", ""Fire extinguisher"", ""Coffee maker"", ""Central air conditioning"", ""Dishes and silverware"", ""Ethernet connection"", ""Hot water""]",1,365,1.0,5.0,365.0,365.0,3.2,365.0,True,5,8,8,8,335,52,2,8,44,255,2020-10-04,2025-09-03,4.71,4.83,4.87,4.8,4.87,4.81,4.5,True,39,39,0,0,5.53,5.256673511293634,90.0,5.160848733744011,43,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,582.0
1502446623166379262,672185981,2025-01-10,,within an hour,100.0,99.0,True,Orient Heights,7.0,16.0,True,True,East Boston,42.38823,-70.99874,Private room in home,Private room,2,1.0,1.0,1.0,"[""Toaster"", ""Dishwasher"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hair dryer"", ""Refrigerator"", ""Stainless steel double oven"", ""Dining table"", ""Free dryer \u2013 In building"", ""Shampoo"", ""TV"", ""Keypad"", ""Clothing storage"", ""Hangers"", ""Hot water kettle"", ""Coffee"", ""Rice maker"", ""Wifi"", ""Long term stays allowed"", ""Other stainless steel gas stove"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Central heating"", ""Kitchen"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Self check-in"", ""Fire extinguisher"", ""Free parking on premises"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hot water""]",1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,True,8,33,63,243,1,1,1,73,0,6,2025-09-22,2025-09-22,5.0,5.0,5.0,4.0,5.0,5.0,5.0,True,6,0,6,0,1.0,0.892539356605065,71.0,0.1943874058863792,37,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,90.0
52615817,275849638,2019-07-13,"Boston, MA",within an hour,100.0,100.0,False,Fenway–Kenmore,59.0,74.0,True,True,Downtown,42.35395,-71.06111,Entire rental unit,Entire home/apt,8,2.0,4.0,4.0,"[""Toaster"", ""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Elevator"", ""Iron"", ""Carbon monoxide alarm"", ""Washer \u2013\u00a0In building"", ""HDTV with Chromecast"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Smart lock"", ""Pets allowed"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Kitchen"", ""Microwave"", ""Stove"", ""Self check-in"", ""Fire extinguisher"", ""Dryer \u2013 In building"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Ethernet connection"", ""Hot water""]",3,180,1.0,5.0,180.0,180.0,3.2,180.0,True,5,23,50,223,251,70,4,54,60,255,2021-10-08,2025-09-14,4.79,4.82,4.84,4.86,4.93,4.91,4.6,False,59,59,0,0,5.2,6.3901437371663246,79.0,4.1505817932922655,33,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,736.0
926950431047851357,32982410,2015-05-09,"Boston, MA",within a few hours,100.0,100.0,False,Commonwealth,2.0,6.0,True,True,Allston,42.34916723063684,-71.13388875543235,Entire condo,Entire home/apt,4,1.0,2.0,2.0,"[""Heating"", ""Dishwasher"", ""Smoke alarm"", ""Iron"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Cooking basics"", ""Hair dryer"", ""Essentials"", ""Ceiling fan"", ""Refrigerator"", ""Paid parking lot on premises \u2013 2 spaces"", ""Lockbox"", ""Freezer"", ""Dining table"", ""Pets allowed"", ""Shampoo"", ""TV"", ""Clothing storage"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""Books and reading material"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Shower gel"", ""Kitchen"", ""Microwave"", ""Stove"", ""Body soap"", ""Conditioner"", ""Self check-in"", ""Dishes and silverware"", ""Room-darkening shades"", ""Free street parking"", ""Hot water""]",91,365,91.0,91.0,365.0,365.0,91.0,365.0,True,0,0,3,278,4,2,1,12,2,255,2024-03-29,2025-08-29,4.75,5.0,4.75,5.0,5.0,5.0,4.75,True,1,1,0,0,0.22,10.568104038329912,95.0,1.678302532511978,39,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,223.0
